"year","magazine","price","change","length","cpi","cuminf","sales","cumsales","included","id"
48,"Science Digest",0.25,0,10,19.14,0.41649753,242755,0.043424879,0,NA
49,"Science Digest",0.25,0,11,19.32,0.42585797,243382,0.0460044,0,NA
50,"Science Digest",0.25,0,12,19.46,0.43307822,251118,0.077295123,0,NA
51,"Science Digest",0.25,0,13,20.64,0.49194808,257160,0.10107063,0,NA
52,"Science Digest",0.25,0,14,21.15,0.51635705,274473,0.16622507,0,NA
53,"Science Digest",0.25,0,15,21.57,0.5360206,267949,0.14216884,1,280
54,"Science Digest",0.25,0,16,21.8,0.54662711,254112,0.08914729,1,280
55,"Science Digest",0.25,0,17,22.13,0.5616513,252832,0.084097412,1,280
56,"Science Digest",0.25,1,18,22.92,0.59672703,257368,0.10187914,1,281
57,"Science Digest",0.35,0,1,23.71,0.033887008,251761,-0.022026743,1,281
58,"Science Digest",0.35,0,2,24.11,0.0506168,234011,-0.095138845,1,281
59,"Science Digest",0.35,0,3,24.37,0.061342976,227322,-0.12413945,1,282
60,"Science Digest",0.35,0,4,24.65,0.072767009,225896,-0.13043225,1,282
61,"Science Digest",0.35,0,5,24.85,0.080847861,218997,-0.16144894,1,282
62,"Science Digest",0.35,0,6,25.08,0.090060824,217299,-0.16923268,1,283
63,"Science Digest",0.35,0,7,25.27,0.09760803,225468,-0.13232873,1,283
64,"Science Digest",0.35,0,8,25.58,0.1098009,226379,-0.12829638,1,283
65,"Science Digest",0.35,1,9,25.94,0.12377629,237203,-0.081590653,1,284
66,"Science Digest",0.5,0,1,26.54,0.02286685,243599,0.026607116,1,284
67,"Science Digest",0.5,0,2,27.4,0.054756835,248814,0.047789315,1,284
68,"Science Digest",0.5,0,3,28.45,0.092361982,246664,0.039110772,1,285
69,"Science Digest",0.5,0,4,29.74,0.13670676,232825,-0.018629216,1,285
70,"Science Digest",0.5,0,5,31.08,0.18077835,234103,-0.013155125,1,285
71,"Science Digest",0.5,0,6,32.43,0.22329774,246398,0.0380318,1,286
72,"Science Digest",0.5,0,7,33.38,0.25217074,255773,0.075374018,1,286
73,"Science Digest",0.5,1,8,34.58,0.2874893,270173,0.13014618,1,286
74,"Science Digest",0.6,0,1,38.15,0.098250277,269481,-0.0025646076,1,287
75,"Science Digest",0.6,0,2,42.24,0.20009216,256683,-0.051220634,1,287
76,"Science Digest",0.6,0,3,44.5,0.25221371,266460,-0.013838356,1,287
77,"Science Digest",0.6,1,4,47.36,0.31450251,243387,-0.10440973,1,288
78,"Science Digest",0.75,0,1,50.6,0.066173586,251526,0.032893595,1,288
79,"Science Digest",0.75,0,2,54.9,0.14773536,225692,-0.075481531,1,288
80,"Science Digest",0.75,NA,3,NA,NA,NA,NA,0,NA
48,"Scientific American",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Scientific American",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Scientific American",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Scientific American",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Scientific American",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Scientific American",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,289
54,"Scientific American",0.5,0,7,21.8,0.19655075,254112,0.048300343,1,289
55,"Scientific American",0.5,0,8,22.13,0.21157494,252832,0.043250465,1,289
56,"Scientific American",0.5,0,9,22.92,0.24665068,257368,0.061032195,1,290
57,"Scientific American",0.5,0,10,23.71,0.28053768,251761,0.039005453,1,290
58,"Scientific American",0.5,0,11,24.11,0.29726748,234011,-0.034106649,1,290
59,"Scientific American",0.5,0,12,24.37,0.30799365,227322,-0.063107257,1,291
60,"Scientific American",0.5,0,13,24.65,0.31941768,225896,-0.069400056,1,291
61,"Scientific American",0.5,0,14,24.85,0.32749854,218997,-0.10041674,1,291
62,"Scientific American",0.5,0,15,25.08,0.3367115,217299,-0.10820049,1,292
63,"Scientific American",0.5,0,16,25.27,0.34425871,225468,-0.07129653,1,292
64,"Scientific American",0.5,1,17,25.58,0.35645158,226379,-0.067264186,1,292
65,"Scientific American",0.6,0,1,25.94,0.013975383,237203,0.046705729,1,293
66,"Scientific American",0.6,0,2,26.54,0.036842233,243599,0.073312845,1,293
67,"Scientific American",0.6,1,3,27.4,0.068732217,248814,0.094495044,1,293
68,"Scientific American",0.75,0,1,28.45,0.037605147,246664,-0.0086785427,1,294
69,"Scientific American",0.75,1,2,29.74,0.081949928,232825,-0.066418531,1,294
70,"Scientific American",1,0,1,31.08,0.044071584,234103,0.005474091,1,294
71,"Scientific American",1,0,2,32.43,0.086590979,246398,0.056661016,1,295
72,"Scientific American",1,0,3,33.38,0.11546398,255773,0.094003234,1,295
73,"Scientific American",1,0,4,34.58,0.15078254,270173,0.1487754,1,295
74,"Scientific American",1,1,5,38.15,0.24903282,269481,0.14621079,1,296
75,"Scientific American",1.25,0,1,42.24,0.10184188,256683,-0.048656026,1,296
76,"Scientific American",1.25,1,2,44.5,0.15396343,266460,-0.011273748,1,296
77,"Scientific American",1.5,0,1,47.36,0.062288801,243387,-0.090571369,1,297
78,"Scientific American",1.5,0,2,50.6,0.12846239,251526,-0.057677775,1,297
79,"Scientific American",1.5,1,3,54.9,0.21002416,225692,-0.1660529,1,297
80,"Scientific American",2,NA,1,NA,NA,NA,NA,0,NA
49,"Sunset",0.2,1,1,19.32,0.0093604428,243382,0.0025795212,0,NA
50,"Sunset",0.2,0,2,19.46,0.016580691,251118,0.033870244,0,NA
51,"Sunset",0.2,0,3,20.64,0.075450555,257160,0.057645755,0,NA
52,"Sunset",0.2,0,4,21.15,0.099859519,274473,0.12280019,0,NA
53,"Sunset",0.2,0,5,21.57,0.11952307,267949,0.09874396,1,298
54,"Sunset",0.2,0,6,21.8,0.13012958,254112,0.04572241,1,298
55,"Sunset",0.2,1,7,22.13,0.14515377,252832,0.040672532,1,298
56,"Sunset",0.25,0,1,22.92,0.035075738,257368,0.017781731,1,299
57,"Sunset",0.25,0,2,23.71,0.068962746,251761,-0.0042450118,1,299
58,"Sunset",0.25,0,3,24.11,0.085692538,234011,-0.077357114,1,299
59,"Sunset",0.25,0,4,24.37,0.096418714,227322,-0.10635772,1,300
60,"Sunset",0.25,0,5,24.65,0.10784275,225896,-0.11265052,1,300
61,"Sunset",0.25,0,6,24.85,0.1159236,218997,-0.14366721,1,300
62,"Sunset",0.25,0,7,25.08,0.12513656,217299,-0.15145095,1,301
63,"Sunset",0.25,0,8,25.27,0.13268377,225468,-0.11454699,1,301
64,"Sunset",0.25,0,9,25.58,0.14487664,226379,-0.11051465,1,301
65,"Sunset",0.25,0,10,25.94,0.15885202,237203,-0.063808922,1,302
66,"Sunset",0.25,1,11,26.54,0.18171887,243599,-0.037201806,1,302
67,"Sunset",0.35,0,1,27.4,0.031889984,248814,0.021182199,1,302
68,"Sunset",0.35,0,2,28.45,0.069495132,246664,0.012503656,1,303
69,"Sunset",0.35,1,3,29.74,0.11383991,232825,-0.045236332,1,303
70,"Sunset",0.4,1,1,31.08,0.044071584,234103,0.005474091,1,303
71,"Sunset",0.5,0,1,32.43,0.042519395,246398,0.051186925,1,304
72,"Sunset",0.5,0,2,33.38,0.071392393,255773,0.088529143,1,304
73,"Sunset",0.5,0,3,34.58,0.10671095,270173,0.14330131,1,304
74,"Sunset",0.5,1,4,38.15,0.20496123,269481,0.1407367,1,305
75,"Sunset",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,305
76,"Sunset",0.75,0,2,44.5,0.15396343,266460,-0.011273748,1,305
77,"Sunset",0.75,1,3,47.36,0.21625223,243387,-0.10184512,1,306
78,"Sunset",0.95,0,1,50.6,0.066173586,251526,0.032893595,1,306
79,"Sunset",0.95,0,2,54.9,0.14773536,225692,-0.075481531,1,306
80,"Sunset",0.95,NA,3,NA,NA,NA,NA,0,NA
47,"Time",0.2,1,1,17.91,0.10902751,242130,0.040846947,0,NA
48,"Time",0.2,0,2,19.14,0.17544868,242755,0.043424879,0,NA
49,"Time",0.2,0,3,19.32,0.18480912,243382,0.0460044,0,NA
50,"Time",0.2,0,4,19.46,0.19202937,251118,0.077295123,0,NA
51,"Time",0.2,0,5,20.64,0.25089923,257160,0.10107063,0,NA
52,"Time",0.2,0,6,21.15,0.2753082,274473,0.16622507,0,NA
53,"Time",0.2,0,7,21.57,0.29497175,267949,0.14216884,1,307
54,"Time",0.2,0,8,21.8,0.30557826,254112,0.08914729,1,307
55,"Time",0.2,0,9,22.13,0.32060245,252832,0.084097412,1,307
56,"Time",0.2,0,10,22.92,0.35567818,257368,0.10187914,1,308
57,"Time",0.2,1,11,23.71,0.38956519,251761,0.0798524,1,308
58,"Time",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,308
59,"Time",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,309
60,"Time",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,309
61,"Time",0.25,0,4,24.85,0.046960852,218997,-0.13942219,1,309
62,"Time",0.25,0,5,25.08,0.056173816,217299,-0.14720594,1,310
63,"Time",0.25,1,6,25.27,0.063721021,225468,-0.11030198,1,310
64,"Time",0.3,1,1,25.58,0.012192875,226379,0.0040323438,1,310
65,"Time",0.35,0,1,25.94,0.013975383,237203,0.046705729,1,311
66,"Time",0.35,1,2,26.54,0.036842233,243599,0.073312845,1,311
67,"Time",0.4,1,1,27.4,0.031889984,248814,0.021182199,1,311
68,"Time",0.5,0,1,28.45,0.037605147,246664,-0.0086785427,1,312
69,"Time",0.5,0,2,29.74,0.081949928,232825,-0.066418531,1,312
70,"Time",0.5,0,3,31.08,0.12602151,234103,-0.06094444,1,312
71,"Time",0.5,0,4,32.43,0.16854091,246398,-0.0097575146,1,313
72,"Time",0.5,0,5,33.38,0.1974139,255773,0.027584703,1,313
73,"Time",0.5,0,6,34.58,0.23273247,270173,0.082356865,1,313
74,"Time",0.5,1,7,38.15,0.33098274,269481,0.079792258,1,314
75,"Time",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,314
76,"Time",0.75,1,2,44.5,0.15396343,266460,-0.011273748,1,314
77,"Time",1,0,1,47.36,0.062288801,243387,-0.090571369,1,315
78,"Time",1,1,2,50.6,0.12846239,251526,-0.057677775,1,315
79,"Time",1.25,0,1,54.9,0.081561772,225692,-0.10837513,1,315
80,"Time",1.25,NA,2,NA,NA,NA,NA,0,NA
47,"U.S. News and World Report",0.15,1,1,17.91,0.10902751,242130,0.040846947,0,NA
48,"U.S. News and World Report",0.15,0,2,19.14,0.17544868,242755,0.043424879,0,NA
49,"U.S. News and World Report",0.15,0,3,19.32,0.18480912,243382,0.0460044,0,NA
50,"U.S. News and World Report",0.15,0,4,19.46,0.19202937,251118,0.077295123,0,NA
51,"U.S. News and World Report",0.15,0,5,20.64,0.25089923,257160,0.10107063,0,NA
52,"U.S. News and World Report",0.15,1,6,21.15,0.2753082,274473,0.16622507,0,NA
53,"U.S. News and World Report",0.2,0,1,21.57,0.019663555,267949,-0.024056232,1,316
54,"U.S. News and World Report",0.2,0,2,21.8,0.030270064,254112,-0.077077781,1,316
55,"U.S. News and World Report",0.2,0,3,22.13,0.045294249,252832,-0.082127659,1,316
56,"U.S. News and World Report",0.2,0,4,22.92,0.080369986,257368,-0.064345928,1,317
57,"U.S. News and World Report",0.2,1,5,23.71,0.11425699,251761,-0.086372671,1,317
58,"U.S. News and World Report",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,317
59,"U.S. News and World Report",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,318
60,"U.S. News and World Report",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,318
61,"U.S. News and World Report",0.25,0,4,24.85,0.046960852,218997,-0.13942219,1,318
62,"U.S. News and World Report",0.25,0,5,25.08,0.056173816,217299,-0.14720594,1,319
63,"U.S. News and World Report",0.25,1,6,25.27,0.063721021,225468,-0.11030198,1,319
64,"U.S. News and World Report",0.3,1,1,25.58,0.012192875,226379,0.0040323438,1,319
65,"U.S. News and World Report",0.35,0,1,25.94,0.013975383,237203,0.046705729,1,320
66,"U.S. News and World Report",0.35,1,2,26.54,0.036842233,243599,0.073312845,1,320
67,"U.S. News and World Report",0.4,1,1,27.4,0.031889984,248814,0.021182199,1,320
68,"U.S. News and World Report",0.5,0,1,28.45,0.037605147,246664,-0.0086785427,1,321
69,"U.S. News and World Report",0.5,0,2,29.74,0.081949928,232825,-0.066418531,1,321
70,"U.S. News and World Report",0.5,0,3,31.08,0.12602151,234103,-0.06094444,1,321
71,"U.S. News and World Report",0.5,0,4,32.43,0.16854091,246398,-0.0097575146,1,322
72,"U.S. News and World Report",0.5,0,5,33.38,0.1974139,255773,0.027584703,1,322
73,"U.S. News and World Report",0.5,0,6,34.58,0.23273247,270173,0.082356865,1,322
74,"U.S. News and World Report",0.5,1,7,38.15,0.33098274,269481,0.079792258,1,323
75,"U.S. News and World Report",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,323
76,"U.S. News and World Report",0.75,1,2,44.5,0.15396343,266460,-0.011273748,1,323
77,"U.S. News and World Report",1,0,1,47.36,0.062288801,243387,-0.090571369,1,324
78,"U.S. News and World Report",1,0,2,50.6,0.12846239,251526,-0.057677775,1,324
79,"U.S. News and World Report",1,0,3,54.9,0.21002416,225692,-0.1660529,1,324
80,"U.S. News and World Report",1,NA,4,NA,NA,NA,NA,0,NA
48,"Vogue",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Vogue",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Vogue",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Vogue",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Vogue",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Vogue",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,325
54,"Vogue",0.5,0,7,21.8,0.19655075,254112,0.048300343,1,325
55,"Vogue",0.5,0,8,22.13,0.21157494,252832,0.043250465,1,325
56,"Vogue",0.5,0,9,22.92,0.24665068,257368,0.061032195,1,326
57,"Vogue",0.5,1,10,23.71,0.28053768,251761,0.039005453,1,326
58,"Vogue",0.6,0,1,24.11,0.016729792,234011,-0.073112102,1,326
59,"Vogue",0.6,0,2,24.37,0.027455968,227322,-0.10211271,1,327
60,"Vogue",0.6,0,3,24.65,0.03888,225896,-0.10840551,1,327
61,"Vogue",0.6,0,4,24.85,0.046960852,218997,-0.13942219,1,327
62,"Vogue",0.6,0,5,25.08,0.056173816,217299,-0.14720594,1,328
63,"Vogue",0.6,1,6,25.27,0.063721021,225468,-0.11030198,1,328
64,"Vogue",0.75,0,1,25.58,0.012192875,226379,0.0040323438,1,328
65,"Vogue",0.75,0,2,25.94,0.026168257,237203,0.050738073,1,329
66,"Vogue",0.75,0,3,26.54,0.049035108,243599,0.077345189,1,329
67,"Vogue",0.75,0,4,27.4,0.080925092,248814,0.098527387,1,329
68,"Vogue",0.75,0,5,28.45,0.11853024,246664,0.089848845,1,330
69,"Vogue",0.75,0,6,29.74,0.16287502,232825,0.032108856,1,330
70,"Vogue",0.75,0,7,31.08,0.2069466,234103,0.037582947,1,330
71,"Vogue",0.75,0,8,32.43,0.249466,246398,0.088769873,1,331
72,"Vogue",0.75,1,9,33.38,0.278339,255773,0.12611209,1,331
73,"Vogue",1,0,1,34.58,0.035318562,270173,0.054772162,1,331
74,"Vogue",1,1,2,38.15,0.13356884,269481,0.052207555,1,332
75,"Vogue",1.25,0,1,42.24,0.10184188,256683,-0.048656026,1,332
76,"Vogue",1.25,0,2,44.5,0.15396343,266460,-0.011273748,1,332
77,"Vogue",1.25,1,3,47.36,0.21625223,243387,-0.10184512,1,333
78,"Vogue",1.5,1,1,50.6,0.066173586,251526,0.032893595,1,333
79,"Vogue",2,0,1,54.9,0.081561772,225692,-0.10837513,1,333
80,"Vogue",2,NA,2,NA,NA,NA,NA,0,NA
47,"Yachting",0.5,1,1,17.91,0.10902751,242130,0.040846947,0,NA
48,"Yachting",0.5,0,2,19.14,0.17544868,242755,0.043424879,0,NA
49,"Yachting",0.5,0,3,19.32,0.18480912,243382,0.0460044,0,NA
50,"Yachting",0.5,0,4,19.46,0.19202937,251118,0.077295123,0,NA
51,"Yachting",0.5,0,5,20.64,0.25089923,257160,0.10107063,0,NA
52,"Yachting",0.5,0,6,21.15,0.2753082,274473,0.16622507,0,NA
53,"Yachting",0.5,0,7,21.57,0.29497175,267949,0.14216884,1,334
54,"Yachting",0.5,0,8,21.8,0.30557826,254112,0.08914729,1,334
55,"Yachting",0.5,0,9,22.13,0.32060245,252832,0.084097412,1,334
56,"Yachting",0.5,0,10,22.92,0.35567818,257368,0.10187914,1,335
57,"Yachting",0.5,0,11,23.71,0.38956519,251761,0.0798524,1,335
58,"Yachting",0.5,0,12,24.11,0.40629498,234011,0.0067402978,1,335
59,"Yachting",0.5,0,13,24.37,0.41702116,227322,-0.02226031,1,336
60,"Yachting",0.5,0,14,24.65,0.42844519,225896,-0.028553109,1,336
61,"Yachting",0.5,0,15,24.85,0.43652604,218997,-0.059569794,1,336
62,"Yachting",0.5,1,16,25.08,0.44573901,217299,-0.06735354,1,337
63,"Yachting",0.6,0,1,25.27,0.0075472056,225468,0.036903957,1,337
64,"Yachting",0.6,0,2,25.58,0.01974008,226379,0.040936301,1,337
65,"Yachting",0.6,1,3,25.94,0.033715463,237203,0.087642029,1,338
66,"Yachting",0.75,0,1,26.54,0.02286685,243599,0.026607116,1,338
67,"Yachting",0.75,0,2,27.4,0.054756835,248814,0.047789315,1,338
68,"Yachting",0.75,0,3,28.45,0.092361982,246664,0.039110772,1,339
69,"Yachting",0.75,0,4,29.74,0.13670676,232825,-0.018629216,1,339
70,"Yachting",0.75,1,5,31.08,0.18077835,234103,-0.013155125,1,339
71,"Yachting",1,0,1,32.43,0.042519395,246398,0.051186925,1,340
72,"Yachting",1,0,2,33.38,0.071392393,255773,0.088529143,1,340
73,"Yachting",1,0,3,34.58,0.10671095,270173,0.14330131,1,340
74,"Yachting",1,0,4,38.15,0.20496123,269481,0.1407367,1,341
75,"Yachting",1,1,5,42.24,0.30680311,256683,0.092080671,1,341
76,"Yachting",1.5,0,1,44.5,0.05212155,266460,0.037382278,1,341
77,"Yachting",1.5,1,2,47.36,0.11441035,243387,-0.053189091,1,342
78,"Yachting",2,0,1,50.6,0.066173586,251526,0.032893595,1,342
79,"Yachting",2,0,2,54.9,0.14773536,225692,-0.075481531,1,342
80,"Yachting",2,NA,3,NA,NA,NA,NA,0,NA
