"year","pair","trade","gdp","sim","rlf","rer","cee","emu","dist","bor","lan","rert","ftrade","fgdp","fsim","frlf","frer"
1976,66,4.01088,12.69797,-1.153514,9.350257,-0.9482263,0,0,7.678326,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,66,4.117009,12.7672,-1.180636,9.366202,-0.8205108,0,0,7.678326,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,66,4.22356,12.7985,-1.155077,9.356182,-0.6171491,0,0,7.678326,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,66,4.437783,12.82335,-1.146524,9.36434,-0.4441254,0,0,7.678326,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,66,4.433688,12.8364,-1.143214,9.365567,-0.4452345,0,0,7.678326,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,66,4.495237,12.83241,-1.139813,9.350694,-0.8306171,1,0,7.678326,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,66,4.541684,12.82379,-1.130445,9.322609,-1.029633,1,0,7.678326,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,66,4.340306,12.83814,-1.138162,9.34836,-1.340606,1,0,7.678326,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,66,4.321772,12.86945,-1.141283,9.381854,-1.658398,1,0,7.678326,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,66,4.361744,12.89988,-1.14106,9.406429,-1.860358,1,0,7.678326,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,66,4.591387,12.92479,-1.147705,9.43509,-1.556216,1,0,7.678326,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,66,4.710108,12.93524,-1.159102,9.455501,-1.300431,1,0,7.678326,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,66,4.712518,13.00536,-1.038646,9.45842,-1.27936,1,0,7.678326,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,66,4.764215,13.04927,-1.042986,9.504001,-1.441745,1,0,7.678326,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,66,4.91876,13.08056,-1.065009,9.568428,-1.211245,1,0,7.678326,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,66,4.928119,13.10458,-1.061013,9.578058,-1.33074,1,0,7.678326,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,66,5.025211,13.12132,-1.069311,9.602213,-1.287323,1,0,7.678326,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,66,4.855033,13.12777,-1.07227,9.606126,-1.499677,1,0,7.678326,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,66,4.896681,13.15775,-1.076728,9.636974,-1.511001,1,0,7.678326,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,66,4.929231,13.18598,-1.066812,9.654323,-1.311945,1,0,7.678326,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,66,5.105559,13.21445,-1.070514,9.683846,-1.371352,1,0,7.678326,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,66,5.016792,13.25159,-1.070621,9.715144,-1.618411,1,0,7.678326,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,66,5.071898,13.28762,-1.07048,9.742397,-1.698343,1,0,7.678326,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,66,5.143927,13.33122,-1.076708,9.768988,-1.797758,1,0,7.678326,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,66,5.228701,13.36479,-1.071598,9.837852,-2.052349,1,0,7.678326,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,66,5.228302,13.36964,-1.088232,9.884938,-2.086822,1,1,7.678326,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,67,-0.2876883,10.69253,-0.6939652,6.447962,-3.793969,0,0,7.954372,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,67,-0.1219087,10.7729,-0.6961036,6.714005,-3.783316,0,0,7.954372,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,67,0.6256314,10.81151,-0.6940619,6.542989,-3.771634,0,0,7.954372,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,67,0.1254229,10.89014,-0.6956052,6.802219,-3.759165,0,0,7.954372,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,67,0.9125587,10.9607,-0.6965369,6.935475,-3.74604,0,0,7.954372,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,67,0.7069021,11.0414,-0.6977838,7.064617,-3.730345,0,0,7.954372,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,67,1.38628,11.09161,-0.6991749,7.14573,-3.700883,0,0,7.954372,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,67,0.7641075,11.154,-0.6977537,7.085118,-3.673439,0,0,7.954372,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,67,1.023322,11.22008,-0.6975827,7.066964,-3.631874,0,0,7.954372,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,67,0.6573625,11.28057,-0.7038209,7.380576,-3.578928,0,0,7.954372,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,67,0.6544411,11.36592,-0.7018614,7.399272,-3.521755,0,0,7.954372,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,67,0.5196161,11.4329,-0.7022451,7.311467,-3.480342,0,0,7.954372,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,67,0.7322851,11.51414,-0.7030562,7.389684,-3.394392,0,0,7.954372,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,67,1.171177,11.59472,-0.7009959,7.291433,-3.262103,0,0,7.954372,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,67,0.674689,11.58011,-0.6972974,7.054016,-3.16284,0,0,7.954372,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,67,1.208497,11.59191,-0.7065984,7.643254,-3.136622,0,0,7.954372,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,67,0.788084,11.65587,-0.7060089,7.721242,-3.383034,0,0,7.954372,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,67,0.9255877,11.69876,-0.703763,7.663062,-3.561989,0,0,7.954372,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,67,0.9296061,11.74716,-0.7079124,7.817884,-3.626606,0,0,7.954372,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,67,1.385392,11.79255,-0.7054995,7.783594,-3.638187,0,0,7.954372,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,67,0.9677261,11.82131,-0.7028595,7.707611,-3.671844,0,0,7.954372,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,67,0.8495474,11.82887,-0.7013922,7.645319,-4.036095,0,0,7.954372,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,67,1.055546,11.84064,-0.6999048,7.578871,-4.409817,0,0,7.954372,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,67,1.646137,11.84203,-0.7003869,7.593356,-4.982929,0,0,7.954372,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,67,0.8177543,11.84834,-0.7048316,7.768246,-5.474959,0,0,7.954372,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,67,0.8298121,11.87771,-0.7051616,7.799644,-5.80438,0,0,7.954372,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,67,1.05443,11.96803,-0.6940417,7.72251,-5.671345,1,0,7.954372,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,67,1.846652,11.99638,-0.6931595,7.415008,-5.543681,1,0,7.954372,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,67,1.810455,12.15295,-0.6991996,7.25842,-5.567692,1,0,7.954372,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,67,2.049237,12.1964,-0.6982777,7.148419,-5.748823,1,0,7.954372,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,67,2.321344,12.21666,-0.6956826,6.610809,-5.571831,1,0,7.954372,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,67,2.110482,12.24321,-0.6960195,6.56722,-5.678989,1,0,7.954372,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,67,2.35602,12.25772,-0.6950604,6.061088,-5.628587,1,0,7.954372,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,67,2.254769,12.25363,-0.695696,6.265726,-5.956292,1,0,7.954372,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,67,2.263407,12.27627,-0.6958209,6.223074,-6.023751,1,0,7.954372,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,67,2.507333,12.31163,-0.6965984,6.043382,-5.856989,1,0,7.954372,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,67,2.722605,12.33793,-0.6962359,5.653239,-5.887771,1,0,7.954372,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,67,2.499051,12.37196,-0.6965946,5.53788,-6.11618,1,0,7.954372,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,67,2.601388,12.40768,-0.6966588,5.678755,-6.206864,1,0,7.954372,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,67,2.786015,12.4587,-0.6949389,5.836483,-6.30834,1,0,7.954372,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,67,2.647357,12.49848,-0.6950186,6.227982,-6.562932,1,0,7.954372,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,67,2.671863,12.50165,-0.6935976,6.256432,-6.597404,1,1,7.954372,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,68,-0.2613302,11.88229,-1.331758,7.132226,-4.529401,0,0,7.768533,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,68,1.37358,11.988,-1.332264,7.248601,-4.518748,0,0,7.768533,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,68,0.7548487,12.06281,-1.380966,7.50796,-4.507066,0,0,7.768533,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,68,0.1616542,12.15399,-1.37599,7.56494,-4.494596,0,0,7.768533,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,68,1.05135,12.3023,-1.433924,7.528335,-4.481472,0,0,7.768533,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,68,0.6604853,12.36973,-1.415061,7.490009,-4.465777,0,0,7.768533,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,68,1.460267,12.43584,-1.420939,7.570115,-4.436315,0,0,7.768533,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,68,1.483086,12.4728,-1.407285,7.576591,-4.42094,0,0,7.768533,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,68,1.611627,12.5306,-1.401375,7.607332,-4.521357,0,0,7.768533,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,68,2.306877,12.6114,-1.390284,7.636309,-4.46841,0,0,7.768533,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,68,1.8455,12.68149,-1.385108,7.526485,-4.411238,0,0,7.768533,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,68,2.693512,12.73031,-1.368572,7.439715,-4.362156,0,0,7.768533,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,68,2.63746,12.80965,-1.363911,7.477807,-4.252465,0,0,7.768533,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,68,2.806142,12.88391,-1.3669,7.535237,-4.079608,0,0,7.768533,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,68,3.240814,12.92552,-1.432228,7.887621,-3.979011,0,0,7.768533,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,68,3.370251,12.93846,-1.393937,7.702414,-3.947924,0,0,7.768533,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,68,3.198942,12.97526,-1.373342,7.611901,-4.178632,0,0,7.768533,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,68,2.864398,13.00402,-1.369354,7.618313,-4.244538,0,0,7.768533,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,68,3.256615,13.02625,-1.334407,7.377704,-4.183598,0,0,7.768533,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,68,3.166038,13.03236,-1.309983,7.157035,-3.954809,0,0,7.768533,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,68,2.844547,13.04651,-1.307317,7.22133,-4.029449,0,0,7.768533,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,68,2.750839,13.04507,-1.305725,7.193749,-4.44156,0,0,7.768533,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,68,2.752733,13.05871,-1.313594,7.287597,-4.742379,0,0,7.768533,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,68,2.829149,13.0773,-1.3254,7.417,-5.254795,0,0,7.768533,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,68,2.997927,13.09386,-1.316809,7.360907,-5.572598,0,0,7.768533,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,68,2.759454,13.12051,-1.313509,7.285952,-5.802681,0,0,7.768533,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,68,3.311589,13.14955,-1.32402,7.414679,-5.604846,1,0,7.768533,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,68,3.590356,13.19527,-1.365196,7.774157,-5.409446,1,0,7.768533,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,68,3.695344,13.27558,-1.240621,7.856328,-5.356109,1,0,7.768533,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,68,3.790976,13.32038,-1.246189,7.947032,-5.463502,1,0,7.768533,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,68,4.01395,13.35085,-1.270141,8.126616,-5.235562,1,0,7.768533,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,68,4.107237,13.3745,-1.265386,8.144373,-5.349333,1,0,7.768533,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,68,4.167319,13.38106,-1.266518,8.169847,-5.350384,1,0,7.768533,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,68,4.109636,13.37175,-1.257267,8.122727,-5.722011,1,0,7.768533,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,68,4.371644,13.39432,-1.256298,8.153879,-5.809922,1,0,7.768533,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,68,4.685623,13.4238,-1.246378,8.204511,-5.6639,1,0,7.768533,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,68,4.775422,13.44552,-1.245124,8.225787,-5.690617,1,0,7.768533,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,68,4.67672,13.47975,-1.242952,8.276619,-5.936411,1,0,7.768533,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,68,4.693799,13.51624,-1.243155,8.324261,-6.020018,1,0,7.768533,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,68,4.861546,13.60051,-1.28234,8.374875,-6.121926,1,0,7.768533,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,68,4.898641,13.64422,-1.284774,8.464151,-6.376517,1,0,7.768533,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,68,4.955185,13.6622,-1.313879,8.512848,-6.41099,1,1,7.768533,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,69,1.81706,11.68241,-1.173795,9.212461,-2.078768,0,0,7.786552,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,69,2.082958,11.74759,-1.143558,9.245975,-2.068115,0,0,7.786552,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,69,2.073424,11.78451,-1.159737,9.291558,-2.056433,0,0,7.786552,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,69,2.306487,11.83489,-1.124575,9.321384,-2.043964,0,0,7.786552,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,69,2.398504,11.90364,-1.117159,9.373465,-2.030839,0,0,7.786552,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,69,2.51998,11.9519,-1.086571,9.379108,-2.015145,0,0,7.786552,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,69,2.604228,11.98194,-1.06563,9.37324,-1.985682,0,0,7.786552,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,69,2.567531,12.0199,-1.054679,9.391629,-1.958238,0,0,7.786552,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,69,2.543209,12.06159,-1.038299,9.407169,-1.916673,0,0,7.786552,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,69,2.484912,12.12138,-1.014421,9.425879,-1.863727,0,0,7.786552,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,69,2.496106,12.19566,-1.013012,9.468665,-1.806554,0,0,7.786552,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,69,2.416999,12.21957,-0.9825709,9.437918,-1.753875,0,0,7.786552,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,69,2.534218,12.25812,-0.9520373,9.422738,-1.650109,0,0,7.786552,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,69,2.938561,12.30541,-0.9370838,9.441305,-1.487582,0,0,7.786552,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,69,3.152907,12.31904,-0.9698332,9.51248,-1.413485,0,0,7.786552,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,69,3.510218,12.3529,-0.9535241,9.517107,-1.319537,0,0,7.786552,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,69,3.895402,12.37701,-0.9295425,9.497992,-1.447993,0,0,7.786552,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,69,3.194509,12.37461,-0.9072343,9.452675,-1.420312,0,0,7.786552,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,69,3.062807,12.40553,-0.8868418,9.440302,-1.354304,0,0,7.786552,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,69,3.309893,12.44278,-0.8874663,9.484382,-1.203674,0,0,7.786552,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,69,3.153922,12.46385,-0.8896123,9.504161,-1.200959,0,0,7.786552,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,69,2.943753,12.46427,-0.8895442,9.507801,-1.536841,0,0,7.786552,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,69,2.77685,12.47328,-0.8925887,9.525368,-1.87678,0,0,7.786552,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,69,2.783065,12.48699,-0.8983896,9.554616,-2.33053,0,0,7.786552,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,69,2.683559,12.52286,-0.9036611,9.60469,-2.607044,0,0,7.786552,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,69,2.776206,12.54799,-0.9002734,9.616078,-2.816073,0,0,7.786552,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,69,2.982859,12.5688,-0.9031412,9.641138,-2.626751,0,0,7.786552,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,69,3.268991,12.58985,-0.9188858,9.69149,-2.442194,0,0,7.786552,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
1988,69,3.414294,12.67528,-0.8326029,9.695437,-2.411854,0,0,7.786552,0,0,4.6987,5.4819,13.6614,-1.3089,8.4841,-0.6665
1989,69,3.517227,12.70334,-0.8275067,9.701976,-2.554265,0,0,7.786552,0,0,4.6637,5.5596,13.6972,-1.3056,8.6043,-0.7575
1990,69,3.6232,12.71262,-0.8322514,9.715947,-2.390995,0,0,7.786552,0,0,4.8114,5.7427,13.726,-1.2992,8.6043,-0.4457
1991,69,3.623005,12.71464,-0.8178968,9.671785,-2.50587,0,0,7.786552,0,0,4.7907,5.7367,13.7499,-1.3112,8.629,-0.4727
1992,69,3.560132,12.70675,-0.8113161,9.639016,-2.482137,0,0,7.786552,0,0,4.8332,5.7983,13.7588,-1.3121,8.6429,-0.3862
1993,69,3.478807,12.69262,-0.8031726,9.592452,-2.930923,0,0,7.786552,0,0,4.7167,5.6422,13.7559,-1.3099,8.6264,-0.6501
1994,69,3.692766,12.75077,-0.8203891,9.637506,-2.9567,0,0,7.786552,0,0,4.7427,5.7724,13.7878,-1.3044,8.5688,-0.6116
1995,69,3.675539,12.78891,-0.8184006,9.677631,-2.802518,1,0,7.786552,0,0,4.8836,5.9345,13.8166,-1.295,8.5322,-0.4019
1996,69,3.755535,12.80379,-0.8141168,9.678224,-2.752228,1,0,7.786552,0,0,4.8653,6.0044,13.8364,-1.2859,8.5342,-0.4126
1997,69,3.839253,12.83309,-0.8102619,9.687904,-2.98308,1,0,7.786552,0,0,4.7184,6.0167,13.8661,-1.2746,8.5992,-0.6152
1998,69,4.004667,12.86598,-0.8085967,9.712744,-3.087644,1,0,7.786552,0,0,4.6709,6.1389,13.8963,-1.2668,8.6213,-0.65
1999,69,4.154626,12.90797,-0.8121141,9.753474,-3.183363,1,0,7.786552,0,0,4.6139,6.1737,13.9341,-1.2563,8.6397,-0.7173
2000,69,4.143747,12.94358,-0.8095838,9.777823,-3.394824,1,0,7.786552,0,0,4.4855,6.1104,13.9733,-1.2471,8.6329,-0.9549
2001,69,3.744135,12.94556,-0.8197647,9.778489,-3.519723,1,0,7.786552,0,0,4.4484,6.0965,13.9851,-1.2521,8.523,-1.0051
1960,70,3.377677,13.1587,-2.48262,8.7205,0.5943632,0,0,7.779885,0,0,3.2835,3.2729,12.6399,-1.3927,8.0524,-1.5352
1961,70,3.404722,13.1855,-2.40807,8.690749,0.6050162,0,0,7.779885,0,0,3.3213,3.4076,12.6952,-1.3874,8.0404,-1.513
1962,70,3.641391,13.19649,-2.403793,8.691519,0.6166982,0,0,7.779885,0,0,3.3181,3.5134,12.7435,-1.3917,8.1452,-1.499
1963,70,3.693657,13.24282,-2.355524,8.684246,0.6291674,0,0,7.779885,0,0,3.3159,3.6078,12.7893,-1.3884,8.1614,-1.4865
1964,70,3.721014,13.29338,-2.328846,8.702634,0.6422921,0,0,7.779885,0,0,3.3266,3.7607,12.8565,-1.3871,8.2114,-1.4734
1965,70,3.748407,13.32743,-2.276047,8.673415,0.6579868,0,0,7.779885,0,0,3.3569,3.8522,12.9015,-1.3827,8.2225,-1.4577
1966,70,3.827326,13.34936,-2.241082,8.656831,0.6874489,0,0,7.779885,0,0,3.3853,3.9179,12.9327,-1.38,8.2459,-1.4282
1967,70,3.788644,13.37446,-2.214579,8.65172,0.6982995,0,0,7.779885,0,0,3.4028,3.9352,12.9694,-1.3731,8.3038,-1.4166
1968,70,3.749539,13.41482,-2.191568,8.660265,0.6023072,0,0,7.779885,0,0,3.3983,3.9937,13.0178,-1.3695,8.3146,-1.4759
1969,70,4.083567,13.44016,-2.127259,8.597062,0.6552538,0,0,7.779885,0,0,3.4202,4.1484,13.0784,-1.3679,8.3644,-1.4269
1970,70,4.04992,13.46815,-2.082293,8.551929,0.7124265,0,0,7.779885,0,0,3.477,4.2587,13.1565,-1.3787,8.3522,-1.3699
1971,70,4.157899,13.49227,-2.040853,8.501172,0.7679684,0,0,7.779885,0,0,3.5314,4.3246,13.19,-1.3729,8.3446,-1.2988
1972,70,4.108508,13.53165,-1.998743,8.463626,0.8275653,0,0,7.779885,0,0,3.6421,4.4935,13.2375,-1.3622,8.2657,-1.1492
1973,70,4.479363,13.60073,-1.997314,8.535457,0.8813176,0,0,7.779885,0,0,3.9088,4.7014,13.2947,-1.3598,8.3109,-0.9193
1974,70,4.317372,13.58395,-2.015922,8.555116,0.9259093,0,0,7.779885,0,0,4.1289,4.6649,13.3176,-1.3637,8.3562,-0.8355
1975,70,4.219321,13.58236,-1.960337,8.457306,0.8999875,0,0,7.779885,0,0,4.2908,4.6046,13.3154,-1.3518,8.294,-0.6984
1976,70,4.1424,13.61242,-1.931378,8.447841,0.6143003,0,0,7.779885,0,0,4.2226,4.6785,13.3597,-1.3544,8.3631,-0.8593
1977,70,4.449082,13.6357,-1.921936,8.481782,0.634005,0,0,7.779885,0,0,4.2619,4.7334,13.389,-1.3502,8.3696,-0.8357
1978,70,4.491811,13.67135,-1.895293,8.481182,0.8051382,0,0,7.779885,0,0,4.4177,4.8269,13.4202,-1.3488,8.262,-0.6545
1979,70,4.729021,13.698,-1.886602,8.511289,1.003732,0,0,7.779885,0,0,4.6147,4.9844,13.4549,-1.3461,8.3706,-0.4446
1980,70,4.511567,13.68024,-1.854627,8.425253,1.084949,0,0,7.779885,0,0,4.735,4.9608,13.4724,-1.3399,8.41,-0.3323
1981,70,4.415557,13.66682,-1.841991,8.401739,0.7862749,1,0,7.779885,0,0,4.582,4.7834,13.4738,-1.3359,8.3308,-0.6684
1982,70,4.261407,13.68508,-1.854992,8.463133,0.5115357,1,0,7.779885,0,0,4.4528,4.7935,13.4854,-1.3315,8.3851,-0.917
1983,70,4.214264,13.71826,-1.881457,8.570215,0.1222252,1,0,7.779885,0,0,4.3424,4.7981,13.5038,-1.3348,8.3036,-1.1911
1984,70,4.429579,13.74325,-1.87949,8.591623,-0.2060678,1,0,7.779885,0,0,4.2269,4.8274,13.5282,-1.3353,8.3973,-1.4241
1985,70,4.449036,13.77861,-1.883705,8.638203,-0.4092001,1,0,7.779885,0,0,4.1718,4.9309,13.5539,-1.3338,8.4653,-1.4981
1986,70,4.58194,13.81759,-1.904566,8.719542,-0.2811747,1,0,7.779885,0,0,4.4419,5.1959,13.5859,-1.3236,8.4598,-1.0525
1987,70,4.842196,13.85871,-1.946383,8.835894,-0.1021418,1,0,7.779885,0,0,4.6152,5.403,13.6137,-1.3228,8.5181,-0.7498
