"id","year","country","indusid","importid","lrex","lrfdi","lgdt","lsimi","lrk","lrh","lrl","ldist","lkldist","lkgdt"
"34-2",1989,"us",2,34,5.085124,2.944439,26.32751,-2.279123,2.725252,-0.0052134,1.91371,8.338243,6.766835,71.74909
"34-2",1990,"us",2,34,4.983607,2.70805,26.36057,-2.282166,2.768642,0.0286275,1.901695,8.338243,7.228816,72.98298
"34-2",1991,"us",2,34,6.383169,1.386294,26.46766,-2.337084,2.799802,0.0561935,1.885697,8.338243,7.622035,74.10419
"34-2",1994,"us",2,34,5.417877,2.944439,26.53507,-2.308687,2.859429,0.1520677,1.839768,8.338243,8.502186,75.87514
"34-2",1995,"us",2,34,6.808377,3.135494,26.56161,-2.311887,2.875077,0.1729543,1.824471,8.338243,8.76021,76.36668
"34-2",1996,"us",2,34,6.808377,3.610918,26.5949,-2.324809,2.894158,0.1954625,1.809283,8.338243,9.04595,76.96985
"34-2",1997,"us",2,34,6.808377,4.007333,26.62726,-2.323972,2.911967,0.2182231,1.794598,8.338243,9.316891,77.5377
"34-2",1998,"us",2,34,5.812039,4.248495,26.6445,-2.336415,2.923851,0.2397179,1.780323,8.338243,9.535019,77.90456
"34-2",1999,"us",2,34,6.098748,4.532599,26.66341,-2.425962,2.967578,0.2600543,1.766437,8.338243,10.0154,79.12576
"34-3",1989,"us",3,34,3.025291,2.397895,26.32751,-2.279123,2.725252,-0.0052134,1.91371,8.338243,6.766835,71.74909
"34-3",1990,"us",3,34,3.387774,2.564949,26.36057,-2.282166,2.768642,0.0286275,1.901695,8.338243,7.228816,72.98298
"34-3",1991,"us",3,34,4.895598,2.639057,26.46766,-2.337084,2.799802,0.0561935,1.885697,8.338243,7.622035,74.10419
"34-3",1992,"us",3,34,4.895598,2.772589,26.48858,-2.323735,2.822519,0.082481,1.872475,8.338243,7.921699,74.76453
"34-3",1993,"us",3,34,4.895598,2.890372,26.50392,-2.319218,2.841818,0.1367404,1.856086,8.338243,8.219273,75.31932
"34-3",1994,"us",3,34,3.648057,1.791759,26.53507,-2.308687,2.859429,0.1520677,1.839768,8.338243,8.502186,75.87514
"34-3",1995,"us",3,34,4.881286,1.791759,26.56161,-2.311887,2.875077,0.1729543,1.824471,8.338243,8.76021,76.36668
"34-3",1996,"us",3,34,4.881286,1.609438,26.5949,-2.324809,2.894158,0.1954625,1.809283,8.338243,9.04595,76.96985
"34-3",1999,"us",3,34,3.793239,0,26.66341,-2.425962,2.967578,0.2600543,1.766437,8.338243,10.0154,79.12576
"34-5",1989,"us",5,34,3.284664,1.94591,26.32751,-2.279123,2.725252,-0.0052134,1.91371,8.338243,6.766835,71.74909
"34-5",1990,"us",5,34,5.6287,2.079442,26.36057,-2.282166,2.768642,0.0286275,1.901695,8.338243,7.228816,72.98298
"34-5",1991,"us",5,34,5.6287,2.197225,26.46766,-2.337084,2.799802,0.0561935,1.885697,8.338243,7.622035,74.10419
"34-5",1994,"us",5,34,5.6287,0,26.53507,-2.308687,2.859429,0.1520677,1.839768,8.338243,8.502186,75.87514
"34-5",1995,"us",5,34,5.896604,0,26.56161,-2.311887,2.875077,0.1729543,1.824471,8.338243,8.76021,76.36668
"34-5",1996,"us",5,34,5.896604,0,26.5949,-2.324809,2.894158,0.1954625,1.809283,8.338243,9.04595,76.96985
"34-6",1989,"us",6,34,3.962716,0.6931472,26.32751,-2.279123,2.725252,-0.0052134,1.91371,8.338243,6.766835,71.74909
"34-6",1990,"us",6,34,6.209796,1.386294,26.36057,-2.282166,2.768642,0.0286275,1.901695,8.338243,7.228816,72.98298
"34-6",1995,"us",6,34,5.596569,2.484907,26.56161,-2.311887,2.875077,0.1729543,1.824471,8.338243,8.76021,76.36668
"34-6",1996,"us",6,34,5.596569,2.639057,26.5949,-2.324809,2.894158,0.1954625,1.809283,8.338243,9.04595,76.96985
"34-6",1997,"us",6,34,5.596569,2.70805,26.62726,-2.323972,2.911967,0.2182231,1.794598,8.338243,9.316891,77.5377
"34-7",1989,"us",7,34,7.163559,3.044523,26.32751,-2.279123,2.725252,-0.0052134,1.91371,8.338243,6.766835,71.74909
"34-7",1990,"us",7,34,7.163559,3.044523,26.36057,-2.282166,2.768642,0.0286275,1.901695,8.338243,7.228816,72.98298
"34-7",1992,"us",7,34,7.163559,3.332205,26.48858,-2.323735,2.822519,0.082481,1.872475,8.338243,7.921699,74.76453
"34-7",1993,"us",7,34,7.163559,3.433987,26.50392,-2.319218,2.841818,0.1367404,1.856086,8.338243,8.219273,75.31932
"34-7",1995,"us",7,34,7.163559,3.951244,26.56161,-2.311887,2.875077,0.1729543,1.824471,8.338243,8.76021,76.36668
"34-7",1996,"us",7,34,7.145905,3.970292,26.5949,-2.324809,2.894158,0.1954625,1.809283,8.338243,9.04595,76.96985
"34-7",1997,"us",7,34,7.145905,4.060443,26.62726,-2.323972,2.911967,0.2182231,1.794598,8.338243,9.316891,77.5377
"35-1",1989,"us",1,35,4.075841,2.079442,26.42755,-1.399334,1.850192,-0.4308812,1.20226,8.504212,5.510153,48.89606
"35-1",1990,"us",1,35,4.282207,1.791759,26.44884,-1.461479,1.882986,-0.3900828,1.196711,8.504212,5.836226,49.8028
"35-1",1991,"us",1,35,4.514151,1.609438,26.54769,-1.527439,1.91065,-0.3940088,1.184372,8.504212,6.17642,50.72334
"35-1",1992,"us",1,35,4.61611,1.098612,26.56486,-1.545903,1.934537,-0.3325548,1.175191,8.504212,6.457647,51.39071
"35-1",1993,"us",1,35,4.5486,1.386294,26.5838,-1.522168,1.947161,-0.1414643,1.163011,8.504212,6.668572,51.76293
"35-1",1994,"us",1,35,4.613138,3.555348,26.62602,-1.455437,1.934254,-0.0636422,1.154006,8.504212,6.63539,51.50148
"35-1",1995,"us",1,35,4.668145,3.610918,26.66042,-1.41528,1.904559,-0.0355383,1.146243,8.504212,6.448874,50.77633
"35-1",1996,"us",1,35,4.691348,3.951244,26.69312,-1.422107,1.889311,0.0580311,1.130906,8.504212,6.449637,50.4316
"35-1",1997,"us",1,35,4.579853,4.043051,26.73012,-1.398513,1.863693,0.0946079,1.118486,8.504212,6.337399,49.81674
"35-1",1999,"us",1,35,4.879767,4.276666,26.76723,-1.421479,1.843333,0.1632035,1.091236,8.504212,6.39599,49.34092
"35-2",1989,"us",2,35,5.207298,3.401197,26.42755,-1.399334,1.850192,-0.4308812,1.20226,8.504212,5.510153,48.89606
"35-2",1990,"us",2,35,5.096201,3.135494,26.44884,-1.461479,1.882986,-0.3900828,1.196711,8.504212,5.836226,49.8028
"35-2",1991,"us",2,35,6.43919,2.079442,26.54769,-1.527439,1.91065,-0.3940088,1.184372,8.504212,6.17642,50.72334
"35-2",1992,"us",2,35,6.43919,0,26.56486,-1.545903,1.934537,-0.3325548,1.175191,8.504212,6.457647,51.39071
"35-2",1994,"us",2,35,5.735604,4.007333,26.62602,-1.455437,1.934254,-0.0636422,1.154006,8.504212,6.63539,51.50148
"35-2",1995,"us",2,35,6.675823,4.219508,26.66042,-1.41528,1.904559,-0.0355383,1.146243,8.504212,6.448874,50.77633
"35-2",1996,"us",2,35,6.675823,3.871201,26.69312,-1.422107,1.889311,0.0580311,1.130906,8.504212,6.449637,50.4316
"35-2",1997,"us",2,35,6.675823,4.369448,26.73012,-1.398513,1.863693,0.0946079,1.118486,8.504212,6.337399,49.81674
"35-2",1998,"us",2,35,5.447599,4.41884,26.74491,-1.414314,1.844718,0.1296261,1.103355,8.504212,6.304703,49.33681
"35-2",1999,"us",2,35,6.156131,4.430817,26.76723,-1.421479,1.843333,0.1632035,1.091236,8.504212,6.39599,49.34092
"35-4",1994,"us",4,35,7.017058,0,26.62602,-1.455437,1.934254,-0.0636422,1.154006,8.504212,6.63539,51.50148
"35-4",1995,"us",4,35,7.337392,0,26.66042,-1.41528,1.904559,-0.0355383,1.146243,8.504212,6.448874,50.77633
"35-4",1996,"us",4,35,7.337392,0,26.69312,-1.422107,1.889311,0.0580311,1.130906,8.504212,6.449637,50.4316
"35-4",1997,"us",4,35,7.337392,0,26.73012,-1.398513,1.863693,0.0946079,1.118486,8.504212,6.337399,49.81674
"35-4",1998,"us",4,35,7.249641,0,26.74491,-1.414314,1.844718,0.1296261,1.103355,8.504212,6.304703,49.33681
"35-4",1999,"us",4,35,7.249641,0,26.76723,-1.421479,1.843333,0.1632035,1.091236,8.504212,6.39599,49.34092
"35-5",1989,"us",5,35,3.459466,0,26.42755,-1.399334,1.850192,-0.4308812,1.20226,8.504212,5.510153,48.89606
"35-5",1990,"us",5,35,5.710096,0,26.44884,-1.461479,1.882986,-0.3900828,1.196711,8.504212,5.836226,49.8028
"35-5",1991,"us",5,35,5.710096,0,26.54769,-1.527439,1.91065,-0.3940088,1.184372,8.504212,6.17642,50.72334
"35-7",1992,"us",7,35,6.662621,1.94591,26.56486,-1.545903,1.934537,-0.3325548,1.175191,8.504212,6.457647,51.39071
"35-7",1993,"us",7,35,6.662621,2.079442,26.5838,-1.522168,1.947161,-0.1414643,1.163011,8.504212,6.668572,51.76293
"35-7",1996,"us",7,35,7.066467,3.610918,26.69312,-1.422107,1.889311,0.0580311,1.130906,8.504212,6.449637,50.4316
"36-1",1989,"us",1,36,5.102911,4.41884,26.48604,-1.167189,1.132842,-0.3690059,1.220311,8.313355,-0.7271627,30.00451
"36-1",1990,"us",1,36,4.794964,4.219508,26.52505,-1.149185,1.192983,-0.3429361,1.201873,8.313355,-0.073903,31.64395
"36-1",1991,"us",1,36,5.04278,4.49981,26.63195,-1.159718,1.228832,-0.278177,1.187914,8.313355,0.3401678,32.72618
"36-1",1992,"us",1,36,5.308763,5.308268,26.65976,-1.136352,1.241992,-0.2147718,1.171595,8.313355,0.5852364,33.1112
"36-1",1993,"us",1,36,5.289277,5.717028,26.67232,-1.143894,1.257272,-0.1234457,1.157782,8.313355,0.8270961,33.53437
"36-1",1994,"us",1,36,4.800737,5.843544,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-1",1995,"us",1,36,4.951593,6.052089,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-1",1996,"us",1,36,4.987708,6.603944,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-1",1997,"us",1,36,5.283204,5.697093,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-1",1998,"us",1,36,5.363168,6.1717,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-1",1999,"us",1,36,5.233245,5.958425,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-2",1989,"us",2,36,6.495114,5.337538,26.48604,-1.167189,1.132842,-0.3690059,1.220311,8.313355,-0.7271627,30.00451
"36-2",1990,"us",2,36,6.56625,5.407172,26.52505,-1.149185,1.192983,-0.3429361,1.201873,8.313355,-0.073903,31.64395
"36-2",1991,"us",2,36,7.709712,5.42495,26.63195,-1.159718,1.228832,-0.278177,1.187914,8.313355,0.3401678,32.72618
"36-2",1992,"us",2,36,7.709712,5.57973,26.65976,-1.136352,1.241992,-0.2147718,1.171595,8.313355,0.5852364,33.1112
"36-2",1993,"us",2,36,7.709712,5.517453,26.67232,-1.143894,1.257272,-0.1234457,1.157782,8.313355,0.8270961,33.53437
"36-2",1994,"us",2,36,6.425679,5.834811,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-2",1995,"us",2,36,7.807957,5.921578,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-2",1996,"us",2,36,7.807957,5.429346,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-2",1997,"us",2,36,7.807957,5.463832,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-2",1998,"us",2,36,6.700362,5.389072,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-2",1999,"us",2,36,7.35762,5.517453,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-3",1989,"us",3,36,4.550714,3.688879,26.48604,-1.167189,1.132842,-0.3690059,1.220311,8.313355,-0.7271627,30.00451
"36-3",1990,"us",3,36,4.816241,3.73767,26.52505,-1.149185,1.192983,-0.3429361,1.201873,8.313355,-0.073903,31.64395
"36-3",1991,"us",3,36,6.483871,3.73767,26.63195,-1.159718,1.228832,-0.278177,1.187914,8.313355,0.3401678,32.72618
"36-3",1992,"us",3,36,6.483871,3.850147,26.65976,-1.136352,1.241992,-0.2147718,1.171595,8.313355,0.5852364,33.1112
"36-3",1994,"us",3,36,5.401325,4.644391,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-3",1995,"us",3,36,6.688354,4.634729,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-3",1996,"us",3,36,6.688354,4.672829,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-3",1997,"us",3,36,6.688354,4.795791,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-3",1998,"us",3,36,5.740114,4.820282,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-3",1999,"us",3,36,6.052324,4.644391,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-4",1994,"us",4,36,8.755454,3.970292,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-4",1995,"us",4,36,8.54999,4.189655,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-4",1996,"us",4,36,8.54999,3.583519,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-4",1997,"us",4,36,8.54999,3.367296,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-4",1999,"us",4,36,8.566649,3.218876,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-5",1989,"us",5,36,5.320079,3.433987,26.48604,-1.167189,1.132842,-0.3690059,1.220311,8.313355,-0.7271627,30.00451
"36-5",1990,"us",5,36,7.397807,3.73767,26.52505,-1.149185,1.192983,-0.3429361,1.201873,8.313355,-0.073903,31.64395
"36-5",1992,"us",5,36,7.397807,3.637586,26.65976,-1.136352,1.241992,-0.2147718,1.171595,8.313355,0.5852364,33.1112
"36-5",1993,"us",5,36,7.397807,3.583519,26.67232,-1.143894,1.257272,-0.1234457,1.157782,8.313355,0.8270961,33.53437
"36-5",1994,"us",5,36,7.397807,3.7612,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-5",1995,"us",5,36,7.172118,4.248495,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-5",1996,"us",5,36,7.172118,4.330733,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-5",1997,"us",5,36,7.172118,4.488636,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-5",1998,"us",5,36,7.582942,4.543295,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-5",1999,"us",5,36,7.582942,4.043051,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-6",1989,"us",6,36,5.469325,4.634729,26.48604,-1.167189,1.132842,-0.3690059,1.220311,8.313355,-0.7271627,30.00451
"36-6",1990,"us",6,36,8.081259,4.488636,26.52505,-1.149185,1.192983,-0.3429361,1.201873,8.313355,-0.073903,31.64395
"36-6",1991,"us",6,36,8.081259,4.836282,26.63195,-1.159718,1.228832,-0.278177,1.187914,8.313355,0.3401678,32.72618
"36-6",1992,"us",6,36,8.081259,6.133398,26.65976,-1.136352,1.241992,-0.2147718,1.171595,8.313355,0.5852364,33.1112
"36-6",1993,"us",6,36,8.081259,5.451038,26.67232,-1.143894,1.257272,-0.1234457,1.157782,8.313355,0.8270961,33.53437
"36-6",1994,"us",6,36,8.081259,5.703783,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-6",1995,"us",6,36,7.555172,5.869297,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-6",1996,"us",6,36,7.555172,5.908083,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-6",1997,"us",6,36,7.555172,6.315358,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-6",1998,"us",6,36,7.802332,5.752573,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-6",1999,"us",6,36,7.802332,5.402678,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"36-7",1991,"us",7,36,8.134673,5.455321,26.63195,-1.159718,1.228832,-0.278177,1.187914,8.313355,0.3401678,32.72618
"36-7",1993,"us",7,36,8.134673,5.746203,26.67232,-1.143894,1.257272,-0.1234457,1.157782,8.313355,0.8270961,33.53437
"36-7",1994,"us",7,36,8.134673,5.583496,26.6923,-1.17706,1.289696,-0.0710772,1.144315,8.313355,1.2086,34.42494
"36-7",1995,"us",7,36,8.134673,5.899898,26.72136,-1.169539,1.322653,-0.0131493,1.129462,8.313355,1.60606,35.34308
"36-7",1996,"us",7,36,8.116148,6.028278,26.74858,-1.191912,1.363406,0.0464256,1.116738,8.313355,2.05064,36.46917
"36-7",1997,"us",7,36,8.116148,6.194406,26.78645,-1.173588,1.389078,0.1063039,1.10209,8.313355,2.385837,37.20847
"36-7",1998,"us",7,36,8.116148,6.2672,26.80079,-1.185406,1.415288,0.164993,1.08782,8.313355,2.722358,37.93084
"36-7",1999,"us",7,36,8.116148,6.052089,26.80676,-1.248054,1.459313,0.2226266,1.073868,8.313355,3.204342,39.11947
"4-1",1989,"us",1,4,3.666122,5.32301,26.76067,-0.7459216,0.493531,-0.5589812,2.107407,8.492188,-13.70534,13.20722
"4-1",1990,"us",1,4,3.881564,5.442418,26.78485,-0.7514139,0.5165448,-0.5729525,2.118321,8.492188,-13.60259,13.83557
"4-1",1991,"us",1,4,4.213608,5.549076,26.85849,-0.7773204,0.5393956,-0.5841125,2.135235,8.492188,-13.55217,14.48735
"4-1",1992,"us",1,4,4.273884,4.912655,26.87364,-0.7813646,0.5613475,-0.6414391,2.14961,8.492188,-13.48782,15.08545
"4-1",1997,"us",1,4,4.935193,5.030438,27.01142,-0.7821105,0.6349431,-0.6290797,2.222693,8.492188,-13.48347,17.15072
"4-1",1998,"us",1,4,4.728272,3.135494,27.03191,-0.7800398,0.6378417,-0.6361148,2.239079,8.492188,-13.598,17.24208
"4-2",1989,"us",2,4,4.22391,3.218876,26.76067,-0.7459216,0.493531,-0.5589812,2.107407,8.492188,-13.70534,13.20722
"4-2",1994,"us",2,4,4.521789,4.317488,26.92195,-0.7791707,0.601936,-0.5973387,2.177794,8.492188,-13.38248,16.20529
"4-2",1995,"us",2,4,6.057487,4.89784,26.94884,-0.7790495,0.6130385,-0.6113636,2.192227,8.492188,-13.41076,16.52067
"4-2",1996,"us",2,4,6.057487,4.60517,26.97961,-0.7816984,0.6261233,-0.6214076,2.205395,8.492188,-13.41147,16.89256
"4-2",1997,"us",2,4,6.057487,4.158883,27.01142,-0.7821105,0.6349431,-0.6290797,2.222693,8.492188,-13.48347,17.15072
"4-2",1998,"us",2,4,4.86984,4.094345,27.03191,-0.7800398,0.6378417,-0.6361148,2.239079,8.492188,-13.598,17.24208
"4-3",1989,"us",3,4,2.302585,3.496508,26.76067,-0.7459216,0.493531,-0.5589812,2.107407,8.492188,-13.70534,13.20722
"4-3",1990,"us",3,4,2.292535,3.7612,26.78485,-0.7514139,0.5165448,-0.5729525,2.118321,8.492188,-13.60259,13.83557
"4-3",1991,"us",3,4,3.777348,3.73767,26.85849,-0.7773204,0.5393956,-0.5841125,2.135235,8.492188,-13.55217,14.48735
"4-3",1992,"us",3,4,3.777348,3.912023,26.87364,-0.7813646,0.5613475,-0.6414391,2.14961,8.492188,-13.48782,15.08545
"4-3",1995,"us",3,4,4.513055,3.828641,26.94884,-0.7790495,0.6130385,-0.6113636,2.192227,8.492188,-13.41076,16.52067
"4-3",1996,"us",3,4,4.513055,3.871201,26.97961,-0.7816984,0.6261233,-0.6214076,2.205395,8.492188,-13.41147,16.89256
"4-3",1997,"us",3,4,4.513055,3.828641,27.01142,-0.7821105,0.6349431,-0.6290797,2.222693,8.492188,-13.48347,17.15072
"4-3",1998,"us",3,4,3.342862,3.931826,27.03191,-0.7800398,0.6378417,-0.6361148,2.239079,8.492188,-13.598,17.24208
"4-5",1989,"us",5,4,4.352855,3.583519,26.76067,-0.7459216,0.493531,-0.5589812,2.107407,8.492188,-13.70534,13.20722
"4-5",1990,"us",5,4,6.389065,3.555348,26.78485,-0.7514139,0.5165448,-0.5729525,2.118321,8.492188,-13.60259,13.83557
"4-5",1991,"us",5,4,6.389065,1.94591,26.85849,-0.7773204,0.5393956,-0.5841125,2.135235,8.492188,-13.55217,14.48735
"4-5",1995,"us",5,4,6.205769,4.804021,26.94884,-0.7790495,0.6130385,-0.6113636,2.192227,8.492188,-13.41076,16.52067
"4-5",1996,"us",5,4,6.205769,4.941642,26.97961,-0.7816984,0.6261233,-0.6214076,2.205395,8.492188,-13.41147,16.89256
"4-5",1997,"us",5,4,6.205769,5.181784,27.01142,-0.7821105,0.6349431,-0.6290797,2.222693,8.492188,-13.48347,17.15072
"4-5",1998,"us",5,4,6.252867,5.342334,27.03191,-0.7800398,0.6378417,-0.6361148,2.239079,8.492188,-13.598,17.24208
"4-7",1989,"us",7,4,7.308877,3.806663,26.76067,-0.7459216,0.493531,-0.5589812,2.107407,8.492188,-13.70534,13.20722
"4-7",1991,"us",7,4,7.308877,4.29046,26.85849,-0.7773204,0.5393956,-0.5841125,2.135235,8.492188,-13.55217,14.48735
"4-7",1992,"us",7,4,7.308877,4.672829,26.87364,-0.7813646,0.5613475,-0.6414391,2.14961,8.492188,-13.48782,15.08545
"4-7",1993,"us",7,4,7.308877,4.26268,26.88339,-0.7858003,0.5837817,-0.6136976,2.164449,8.492188,-13.42332,15.69403
"4-7",1994,"us",7,4,7.308877,4.219508,26.92195,-0.7791707,0.601936,-0.5973387,2.177794,8.492188,-13.38248,16.20529
"4-7",1999,"us",7,4,7.297768,5.771441,27.05313,-0.7820911,0.6415087,-0.642589,2.253761,8.492188,-13.69155,17.35482
"40-1",1989,"us",1,40,1.504077,0,26.3005,-2.903397,3.48906,0.8908746,2.7715,8.765884,6.290044,91.764
"40-1",1990,"us",1,40,1.871802,0,26.33366,-2.906048,3.496053,0.9081042,2.759968,8.765884,6.45244,92.06388
"40-1",1991,"us",1,40,2.332144,0,26.44164,-2.987311,3.496107,0.878213,2.745491,8.765884,6.579812,92.4428
"40-1",1994,"us",1,40,3.173878,1.098612,26.50802,-2.965436,3.508324,0.9122242,2.709746,8.765884,7.000247,92.99873
"40-7",1995,"us",7,40,6.806055,2.944439,26.53527,-2.947189,3.507548,0.9514599,2.699741,8.765884,7.081141,93.07374
"40-7",1996,"us",7,40,6.353326,2.995732,26.56874,-2.967471,3.513605,0.9723782,2.684433,8.765884,7.268425,93.35205
"40-7",1997,"us",7,40,6.353326,3.044523,26.60087,-2.973889,3.524626,0.9936079,2.66928,8.765884,7.497866,93.75813
"40-7",1999,"us",7,40,6.353326,3.178054,26.64117,-3.025089,3.560973,1.032538,2.637852,8.765884,8.091971,94.86851
"42-1",1989,"us",1,42,0.7419373,3.465736,26.32893,-2.256046,3.058177,-0.4106785,2.875298,8.849274,1.618344,80.51852
"42-1",1990,"us",1,42,0.7419373,3.637586,26.36052,-2.283013,3.113044,-0.3734987,2.876133,8.849274,2.096487,82.06146
"42-1",1991,"us",1,42,1.029619,3.931826,26.46689,-2.350678,3.150309,-0.3327981,2.882939,8.849274,2.366028,83.37888
"42-1",1992,"us",1,42,0.7884574,4.043051,26.48995,-2.300303,3.171616,-0.1857843,2.888898,8.849274,2.501844,84.01595
"42-1",1994,"us",1,42,1.722767,3.806663,26.53832,-2.25492,3.183868,-0.1198674,2.898429,8.849274,2.525932,84.49452
"42-1",1995,"us",1,42,2.04122,4.060443,26.56281,-2.291738,3.196864,-0.1007108,2.905982,8.849274,2.574095,84.91768
"42-1",1996,"us",1,42,2.406945,4.70048,26.59793,-2.273678,3.206347,-0.0798681,2.907969,8.849274,2.640431,85.28222
"42-1",1997,"us",1,42,2.459589,4.369448,26.63108,-2.260098,3.209669,-0.0587114,2.912625,8.849274,2.628622,85.47696
"42-1",1998,"us",1,42,2.24071,3.688879,26.65055,-2.236089,3.207241,-0.0387633,2.916861,8.849274,2.569652,85.47473
"42-1",1999,"us",1,42,2.312536,3.610918,26.67117,-2.286264,3.21559,-0.0199189,2.920988,8.849274,2.607011,85.76353
"42-2",1989,"us",2,42,3.828641,0,26.32893,-2.256046,3.058177,-0.4106785,2.875298,8.849274,1.618344,80.51852
"42-2",1995,"us",2,42,5.717028,3.555348,26.56281,-2.291738,3.196864,-0.1007108,2.905982,8.849274,2.574095,84.91768
"42-2",1996,"us",2,42,5.717028,3.688879,26.59793,-2.273678,3.206347,-0.0798681,2.907969,8.849274,2.640431,85.28222
"42-2",1997,"us",2,42,5.717028,3.713572,26.63108,-2.260098,3.209669,-0.0587114,2.912625,8.849274,2.628622,85.47696
"42-2",1998,"us",2,42,4.597138,3.7612,26.65055,-2.236089,3.207241,-0.0387633,2.916861,8.849274,2.569652,85.47473
"42-2",1999,"us",2,42,5.067016,3.610918,26.67117,-2.286264,3.21559,-0.0199189,2.920988,8.849274,2.607011,85.76353
"42-3",1989,"us",3,42,1.987874,1.386294,26.32893,-2.256046,3.058177,-0.4106785,2.875298,8.849274,1.618344,80.51852
"42-3",1990,"us",3,42,1.098612,1.098612,26.36052,-2.283013,3.113044,-0.3734987,2.876133,8.849274,2.096487,82.06146
"42-3",1991,"us",3,42,3.234749,1.098612,26.46689,-2.350678,3.150309,-0.3327981,2.882939,8.849274,2.366028,83.37888
"42-3",1992,"us",3,42,3.234749,1.098612,26.48995,-2.300303,3.171616,-0.1857843,2.888898,8.849274,2.501844,84.01595
"42-3",1993,"us",3,42,3.234749,0.6931472,26.50562,-2.290336,3.179042,-0.1333961,2.893857,8.849274,2.523677,84.26246
"42-4",1996,"us",4,42,5.928258,0,26.59793,-2.273678,3.206347,-0.0798681,2.907969,8.849274,2.640431,85.28222
"42-4",1997,"us",4,42,5.928258,0,26.63108,-2.260098,3.209669,-0.0587114,2.912625,8.849274,2.628622,85.47696
"42-4",1998,"us",4,42,6.12796,0,26.65055,-2.236089,3.207241,-0.0387633,2.916861,8.849274,2.569652,85.47473
"42-4",1999,"us",4,42,6.12796,0,26.67117,-2.286264,3.21559,-0.0199189,2.920988,8.849274,2.607011,85.76353
"42-7",1995,"us",7,42,5.825115,2.397895,26.56281,-2.291738,3.196864,-0.1007108,2.905982,8.849274,2.574095,84.91768
"42-7",1996,"us",7,42,6.213608,2.639057,26.59793,-2.273678,3.206347,-0.0798681,2.907969,8.849274,2.640431,85.28222
"42-7",1997,"us",7,42,6.213608,4.276666,26.63108,-2.260098,3.209669,-0.0587114,2.912625,8.849274,2.628622,85.47696
"42-7",1998,"us",7,42,6.213608,4.330733,26.65055,-2.236089,3.207241,-0.0387633,2.916861,8.849274,2.569652,85.47473
"42-7",1999,"us",7,42,6.213608,4.406719,26.67117,-2.286264,3.21559,-0.0199189,2.920988,8.849274,2.607011,85.76353
